year,total_pr,scenario,model
1951,31.64,ssp585,ACCESS-ESM1-5
1952,33.3,ssp585,ACCESS-ESM1-5
1953,28.38,ssp585,ACCESS-ESM1-5
1954,29.24,ssp585,ACCESS-ESM1-5
1955,29.77,ssp585,ACCESS-ESM1-5
1956,26.85,ssp585,ACCESS-ESM1-5
1957,33.24,ssp585,ACCESS-ESM1-5
1958,30.84,ssp585,ACCESS-ESM1-5
1959,34.68,ssp585,ACCESS-ESM1-5
1960,27.68,ssp585,ACCESS-ESM1-5
1961,31.12,ssp585,ACCESS-ESM1-5
1962,33.79,ssp585,ACCESS-ESM1-5
1963,34.52,ssp585,ACCESS-ESM1-5
1964,28.56,ssp585,ACCESS-ESM1-5
1965,32.59,ssp585,ACCESS-ESM1-5
1966,32.12,ssp585,ACCESS-ESM1-5
1967,24.24,ssp585,ACCESS-ESM1-5
1968,30.63,ssp585,ACCESS-ESM1-5
1969,34.93,ssp585,ACCESS-ESM1-5
1970,34.02,ssp585,ACCESS-ESM1-5
1971,25.57,ssp585,ACCESS-ESM1-5
1972,26.68,ssp585,ACCESS-ESM1-5
1973,35.14,ssp585,ACCESS-ESM1-5
1974,32.79,ssp585,ACCESS-ESM1-5
1975,27.39,ssp585,ACCESS-ESM1-5
1976,29.08,ssp585,ACCESS-ESM1-5
1977,33.26,ssp585,ACCESS-ESM1-5
1978,26.76,ssp585,ACCESS-ESM1-5
1979,26.65,ssp585,ACCESS-ESM1-5
1980,32.36,ssp585,ACCESS-ESM1-5
1981,29.93,ssp585,ACCESS-ESM1-5
1982,28.29,ssp585,ACCESS-ESM1-5
1983,25.91,ssp585,ACCESS-ESM1-5
1984,27.92,ssp585,ACCESS-ESM1-5
1985,26.08,ssp585,ACCESS-ESM1-5
1986,32.58,ssp585,ACCESS-ESM1-5
1987,34.39,ssp585,ACCESS-ESM1-5
1988,30.57,ssp585,ACCESS-ESM1-5
1989,28.68,ssp585,ACCESS-ESM1-5
1990,28.48,ssp585,ACCESS-ESM1-5
1991,26.61,ssp585,ACCESS-ESM1-5
1992,28.86,ssp585,ACCESS-ESM1-5
1993,30.46,ssp585,ACCESS-ESM1-5
1994,26.12,ssp585,ACCESS-ESM1-5
1995,29.88,ssp585,ACCESS-ESM1-5
1996,36.83,ssp585,ACCESS-ESM1-5
1997,31.3,ssp585,ACCESS-ESM1-5
1998,30.67,ssp585,ACCESS-ESM1-5
1999,31.09,ssp585,ACCESS-ESM1-5
2000,30.24,ssp585,ACCESS-ESM1-5
2001,31.09,ssp585,ACCESS-ESM1-5
2002,36.71,ssp585,ACCESS-ESM1-5
2003,30.15,ssp585,ACCESS-ESM1-5
2004,29.02,ssp585,ACCESS-ESM1-5
2005,30.09,ssp585,ACCESS-ESM1-5
2006,26.59,ssp585,ACCESS-ESM1-5
2007,31.27,ssp585,ACCESS-ESM1-5
2008,31.8,ssp585,ACCESS-ESM1-5
2009,27.47,ssp585,ACCESS-ESM1-5
2010,31.28,ssp585,ACCESS-ESM1-5
2011,33.45,ssp585,ACCESS-ESM1-5
2012,33.32,ssp585,ACCESS-ESM1-5
2013,35.24,ssp585,ACCESS-ESM1-5
2014,29.36,ssp585,ACCESS-ESM1-5
2015,31.14,ssp585,ACCESS-ESM1-5
2016,29.58,ssp585,ACCESS-ESM1-5
2017,30.72,ssp585,ACCESS-ESM1-5
2018,36.51,ssp585,ACCESS-ESM1-5
2019,32.4,ssp585,ACCESS-ESM1-5
2020,33.83,ssp585,ACCESS-ESM1-5
2021,31.62,ssp585,ACCESS-ESM1-5
2022,35.32,ssp585,ACCESS-ESM1-5
2023,32.2,ssp585,ACCESS-ESM1-5
2024,34.48,ssp585,ACCESS-ESM1-5
2025,25.66,ssp585,ACCESS-ESM1-5
2026,32.13,ssp585,ACCESS-ESM1-5
2027,34.08,ssp585,ACCESS-ESM1-5
2028,33.94,ssp585,ACCESS-ESM1-5
2029,34.37,ssp585,ACCESS-ESM1-5
2030,36.72,ssp585,ACCESS-ESM1-5
2031,34.0,ssp585,ACCESS-ESM1-5
2032,33.63,ssp585,ACCESS-ESM1-5
2033,29.77,ssp585,ACCESS-ESM1-5
2034,36.96,ssp585,ACCESS-ESM1-5
2035,28.98,ssp585,ACCESS-ESM1-5
2036,32.45,ssp585,ACCESS-ESM1-5
2037,33.88,ssp585,ACCESS-ESM1-5
2038,36.02,ssp585,ACCESS-ESM1-5
2039,39.67,ssp585,ACCESS-ESM1-5
2040,34.74,ssp585,ACCESS-ESM1-5
2041,29.8,ssp585,ACCESS-ESM1-5
2042,29.82,ssp585,ACCESS-ESM1-5
2043,29.82,ssp585,ACCESS-ESM1-5
2044,34.12,ssp585,ACCESS-ESM1-5
2045,27.79,ssp585,ACCESS-ESM1-5
2046,33.83,ssp585,ACCESS-ESM1-5
2047,28.95,ssp585,ACCESS-ESM1-5
2048,28.54,ssp585,ACCESS-ESM1-5
2049,30.31,ssp585,ACCESS-ESM1-5
2050,32.36,ssp585,ACCESS-ESM1-5
2051,31.05,ssp585,ACCESS-ESM1-5
2052,30.99,ssp585,ACCESS-ESM1-5
2053,32.75,ssp585,ACCESS-ESM1-5
2054,34.34,ssp585,ACCESS-ESM1-5
2055,32.75,ssp585,ACCESS-ESM1-5
2056,38.35,ssp585,ACCESS-ESM1-5
2057,28.43,ssp585,ACCESS-ESM1-5
2058,32.29,ssp585,ACCESS-ESM1-5
2059,36.51,ssp585,ACCESS-ESM1-5
2060,35.18,ssp585,ACCESS-ESM1-5
2061,27.97,ssp585,ACCESS-ESM1-5
2062,30.54,ssp585,ACCESS-ESM1-5
2063,31.1,ssp585,ACCESS-ESM1-5
2064,30.78,ssp585,ACCESS-ESM1-5
2065,37.53,ssp585,ACCESS-ESM1-5
2066,36.34,ssp585,ACCESS-ESM1-5
2067,33.12,ssp585,ACCESS-ESM1-5
2068,34.09,ssp585,ACCESS-ESM1-5
2069,33.66,ssp585,ACCESS-ESM1-5
2070,35.36,ssp585,ACCESS-ESM1-5
2071,29.97,ssp585,ACCESS-ESM1-5
2072,34.14,ssp585,ACCESS-ESM1-5
2073,33.44,ssp585,ACCESS-ESM1-5
2074,30.75,ssp585,ACCESS-ESM1-5
2075,27.15,ssp585,ACCESS-ESM1-5
2076,27.07,ssp585,ACCESS-ESM1-5
2077,35.01,ssp585,ACCESS-ESM1-5
2078,33.98,ssp585,ACCESS-ESM1-5
2079,27.62,ssp585,ACCESS-ESM1-5
2080,32.1,ssp585,ACCESS-ESM1-5
2081,37.61,ssp585,ACCESS-ESM1-5
2082,33.99,ssp585,ACCESS-ESM1-5
2083,36.32,ssp585,ACCESS-ESM1-5
2084,31.11,ssp585,ACCESS-ESM1-5
2085,28.07,ssp585,ACCESS-ESM1-5
2086,40.52,ssp585,ACCESS-ESM1-5
2087,35.56,ssp585,ACCESS-ESM1-5
2088,29.51,ssp585,ACCESS-ESM1-5
2089,28.83,ssp585,ACCESS-ESM1-5
2090,30.59,ssp585,ACCESS-ESM1-5
2091,34.66,ssp585,ACCESS-ESM1-5
2092,32.28,ssp585,ACCESS-ESM1-5
2093,29.21,ssp585,ACCESS-ESM1-5
2094,34.16,ssp585,ACCESS-ESM1-5
2095,31.08,ssp585,ACCESS-ESM1-5
2096,29.67,ssp585,ACCESS-ESM1-5
2097,33.38,ssp585,ACCESS-ESM1-5
2098,36.2,ssp585,ACCESS-ESM1-5
2099,31.39,ssp585,ACCESS-ESM1-5
2100,24.85,ssp585,ACCESS-ESM1-5
1950,30.36,ssp585,BCC-CSM2-MR
1951,28.46,ssp585,BCC-CSM2-MR
1952,29.4,ssp585,BCC-CSM2-MR
1953,27.12,ssp585,BCC-CSM2-MR
1954,33.72,ssp585,BCC-CSM2-MR
1955,29.69,ssp585,BCC-CSM2-MR
1956,28.94,ssp585,BCC-CSM2-MR
1957,34.21,ssp585,BCC-CSM2-MR
1958,29.53,ssp585,BCC-CSM2-MR
1959,28.54,ssp585,BCC-CSM2-MR
1960,30.83,ssp585,BCC-CSM2-MR
1961,31.03,ssp585,BCC-CSM2-MR
1962,31.84,ssp585,BCC-CSM2-MR
1963,27.87,ssp585,BCC-CSM2-MR
1964,32.0,ssp585,BCC-CSM2-MR
1965,23.52,ssp585,BCC-CSM2-MR
1966,35.38,ssp585,BCC-CSM2-MR
1967,31.4,ssp585,BCC-CSM2-MR
1968,30.33,ssp585,BCC-CSM2-MR
1969,29.11,ssp585,BCC-CSM2-MR
1970,28.34,ssp585,BCC-CSM2-MR
1971,27.52,ssp585,BCC-CSM2-MR
1972,29.12,ssp585,BCC-CSM2-MR
1973,27.58,ssp585,BCC-CSM2-MR
1974,32.24,ssp585,BCC-CSM2-MR
1975,32.93,ssp585,BCC-CSM2-MR
1976,32.66,ssp585,BCC-CSM2-MR
1977,28.75,ssp585,BCC-CSM2-MR
1978,30.98,ssp585,BCC-CSM2-MR
1979,30.57,ssp585,BCC-CSM2-MR
1980,31.33,ssp585,BCC-CSM2-MR
1981,32.7,ssp585,BCC-CSM2-MR
1982,31.59,ssp585,BCC-CSM2-MR
1983,33.08,ssp585,BCC-CSM2-MR
1984,31.47,ssp585,BCC-CSM2-MR
1985,29.61,ssp585,BCC-CSM2-MR
1986,25.78,ssp585,BCC-CSM2-MR
1987,32.09,ssp585,BCC-CSM2-MR
1988,30.1,ssp585,BCC-CSM2-MR
1989,30.69,ssp585,BCC-CSM2-MR
1990,28.49,ssp585,BCC-CSM2-MR
1991,26.01,ssp585,BCC-CSM2-MR
1992,32.52,ssp585,BCC-CSM2-MR
1993,31.53,ssp585,BCC-CSM2-MR
1994,32.36,ssp585,BCC-CSM2-MR
1995,33.03,ssp585,BCC-CSM2-MR
1996,31.17,ssp585,BCC-CSM2-MR
1997,34.55,ssp585,BCC-CSM2-MR
1998,29.32,ssp585,BCC-CSM2-MR
1999,27.6,ssp585,BCC-CSM2-MR
2000,30.37,ssp585,BCC-CSM2-MR
2001,30.34,ssp585,BCC-CSM2-MR
2002,35.03,ssp585,BCC-CSM2-MR
2003,32.36,ssp585,BCC-CSM2-MR
2004,29.51,ssp585,BCC-CSM2-MR
2005,32.77,ssp585,BCC-CSM2-MR
2006,29.43,ssp585,BCC-CSM2-MR
2007,34.58,ssp585,BCC-CSM2-MR
2008,27.56,ssp585,BCC-CSM2-MR
2009,30.81,ssp585,BCC-CSM2-MR
2010,27.67,ssp585,BCC-CSM2-MR
2011,33.74,ssp585,BCC-CSM2-MR
2012,31.19,ssp585,BCC-CSM2-MR
2013,32.76,ssp585,BCC-CSM2-MR
2014,33.83,ssp585,BCC-CSM2-MR
2015,31.78,ssp585,BCC-CSM2-MR
2016,36.01,ssp585,BCC-CSM2-MR
2017,31.79,ssp585,BCC-CSM2-MR
2018,35.69,ssp585,BCC-CSM2-MR
2019,33.78,ssp585,BCC-CSM2-MR
2020,33.57,ssp585,BCC-CSM2-MR
2021,35.7,ssp585,BCC-CSM2-MR
2022,31.51,ssp585,BCC-CSM2-MR
2023,30.75,ssp585,BCC-CSM2-MR
2024,31.89,ssp585,BCC-CSM2-MR
2025,30.12,ssp585,BCC-CSM2-MR
2026,32.97,ssp585,BCC-CSM2-MR
2027,33.56,ssp585,BCC-CSM2-MR
2028,32.74,ssp585,BCC-CSM2-MR
2029,32.59,ssp585,BCC-CSM2-MR
2030,28.99,ssp585,BCC-CSM2-MR
2031,34.94,ssp585,BCC-CSM2-MR
2032,36.61,ssp585,BCC-CSM2-MR
2033,32.55,ssp585,BCC-CSM2-MR
2034,37.37,ssp585,BCC-CSM2-MR
2035,34.75,ssp585,BCC-CSM2-MR
2036,32.85,ssp585,BCC-CSM2-MR
2037,28.76,ssp585,BCC-CSM2-MR
2038,31.36,ssp585,BCC-CSM2-MR
2039,36.32,ssp585,BCC-CSM2-MR
2040,34.04,ssp585,BCC-CSM2-MR
2041,32.94,ssp585,BCC-CSM2-MR
2042,35.6,ssp585,BCC-CSM2-MR
2043,34.04,ssp585,BCC-CSM2-MR
2044,31.75,ssp585,BCC-CSM2-MR
2045,32.7,ssp585,BCC-CSM2-MR
2046,33.15,ssp585,BCC-CSM2-MR
2047,30.43,ssp585,BCC-CSM2-MR
2048,27.98,ssp585,BCC-CSM2-MR
2049,38.19,ssp585,BCC-CSM2-MR
2050,39.28,ssp585,BCC-CSM2-MR
2051,33.31,ssp585,BCC-CSM2-MR
2052,27.49,ssp585,BCC-CSM2-MR
2053,33.93,ssp585,BCC-CSM2-MR
2054,31.25,ssp585,BCC-CSM2-MR
2055,30.77,ssp585,BCC-CSM2-MR
2056,29.15,ssp585,BCC-CSM2-MR
2057,29.59,ssp585,BCC-CSM2-MR
2058,27.63,ssp585,BCC-CSM2-MR
2059,34.47,ssp585,BCC-CSM2-MR
2060,31.34,ssp585,BCC-CSM2-MR
2061,29.75,ssp585,BCC-CSM2-MR
2062,32.8,ssp585,BCC-CSM2-MR
2063,30.29,ssp585,BCC-CSM2-MR
2064,30.53,ssp585,BCC-CSM2-MR
2065,36.05,ssp585,BCC-CSM2-MR
2066,35.26,ssp585,BCC-CSM2-MR
2067,28.8,ssp585,BCC-CSM2-MR
2068,33.53,ssp585,BCC-CSM2-MR
2069,31.41,ssp585,BCC-CSM2-MR
2070,36.8,ssp585,BCC-CSM2-MR
2071,26.7,ssp585,BCC-CSM2-MR
2072,33.64,ssp585,BCC-CSM2-MR
2073,34.38,ssp585,BCC-CSM2-MR
2074,31.15,ssp585,BCC-CSM2-MR
2075,31.6,ssp585,BCC-CSM2-MR
2076,36.41,ssp585,BCC-CSM2-MR
2077,29.8,ssp585,BCC-CSM2-MR
2078,35.61,ssp585,BCC-CSM2-MR
2079,28.23,ssp585,BCC-CSM2-MR
2080,32.85,ssp585,BCC-CSM2-MR
2081,33.59,ssp585,BCC-CSM2-MR
2082,31.02,ssp585,BCC-CSM2-MR
2083,33.29,ssp585,BCC-CSM2-MR
2084,31.91,ssp585,BCC-CSM2-MR
2085,36.82,ssp585,BCC-CSM2-MR
2086,35.51,ssp585,BCC-CSM2-MR
2087,28.54,ssp585,BCC-CSM2-MR
2088,30.24,ssp585,BCC-CSM2-MR
2089,32.08,ssp585,BCC-CSM2-MR
2090,28.44,ssp585,BCC-CSM2-MR
2091,29.18,ssp585,BCC-CSM2-MR
2092,31.75,ssp585,BCC-CSM2-MR
2093,25.32,ssp585,BCC-CSM2-MR
2094,34.96,ssp585,BCC-CSM2-MR
2095,34.07,ssp585,BCC-CSM2-MR
2096,32.04,ssp585,BCC-CSM2-MR
2097,33.31,ssp585,BCC-CSM2-MR
2098,29.62,ssp585,BCC-CSM2-MR
2099,34.2,ssp585,BCC-CSM2-MR
2100,31.59,ssp585,BCC-CSM2-MR
1950,30.45,ssp585,CanESM5
1951,27.65,ssp585,CanESM5
1952,32.4,ssp585,CanESM5
1953,22.9,ssp585,CanESM5
1954,27.27,ssp585,CanESM5
1955,27.5,ssp585,CanESM5
1956,32.14,ssp585,CanESM5
1957,28.71,ssp585,CanESM5
1958,26.5,ssp585,CanESM5
1959,31.12,ssp585,CanESM5
1960,34.43,ssp585,CanESM5
1961,36.13,ssp585,CanESM5
1962,26.28,ssp585,CanESM5
1963,27.91,ssp585,CanESM5
1964,33.37,ssp585,CanESM5
1965,27.59,ssp585,CanESM5
1966,32.63,ssp585,CanESM5
1967,31.73,ssp585,CanESM5
1968,29.04,ssp585,CanESM5
1969,28.16,ssp585,CanESM5
1970,27.68,ssp585,CanESM5
1971,31.79,ssp585,CanESM5
1972,31.67,ssp585,CanESM5
1973,32.21,ssp585,CanESM5
1974,30.26,ssp585,CanESM5
1975,26.87,ssp585,CanESM5
1976,29.24,ssp585,CanESM5
1977,30.71,ssp585,CanESM5
1978,29.94,ssp585,CanESM5
1979,24.39,ssp585,CanESM5
1980,30.8,ssp585,CanESM5
1981,33.01,ssp585,CanESM5
1982,32.27,ssp585,CanESM5
1983,29.29,ssp585,CanESM5
1984,34.16,ssp585,CanESM5
1985,30.38,ssp585,CanESM5
1986,27.95,ssp585,CanESM5
1987,28.35,ssp585,CanESM5
1988,29.25,ssp585,CanESM5
1989,34.09,ssp585,CanESM5
1990,30.19,ssp585,CanESM5
1991,32.07,ssp585,CanESM5
1992,32.87,ssp585,CanESM5
1993,28.86,ssp585,CanESM5
1994,28.39,ssp585,CanESM5
1995,27.62,ssp585,CanESM5
1996,32.14,ssp585,CanESM5
1997,29.43,ssp585,CanESM5
1998,32.43,ssp585,CanESM5
1999,31.72,ssp585,CanESM5
2000,32.74,ssp585,CanESM5
2001,33.15,ssp585,CanESM5
2002,30.34,ssp585,CanESM5
2003,38.22,ssp585,CanESM5
2004,30.48,ssp585,CanESM5
2005,31.83,ssp585,CanESM5
2006,30.8,ssp585,CanESM5
2007,29.35,ssp585,CanESM5
2008,29.01,ssp585,CanESM5
2009,34.95,ssp585,CanESM5
2010,37.53,ssp585,CanESM5
2011,32.78,ssp585,CanESM5
2012,32.69,ssp585,CanESM5
2013,37.09,ssp585,CanESM5
2014,35.3,ssp585,CanESM5
2015,27.83,ssp585,CanESM5
2016,34.91,ssp585,CanESM5
2017,28.26,ssp585,CanESM5
2018,29.43,ssp585,CanESM5
2019,30.7,ssp585,CanESM5
2020,32.07,ssp585,CanESM5
2021,33.36,ssp585,CanESM5
2022,31.67,ssp585,CanESM5
2023,29.51,ssp585,CanESM5
2024,26.55,ssp585,CanESM5
2025,28.28,ssp585,CanESM5
2026,30.72,ssp585,CanESM5
2027,31.52,ssp585,CanESM5
2028,29.65,ssp585,CanESM5
2029,27.47,ssp585,CanESM5
2030,33.96,ssp585,CanESM5
2031,34.04,ssp585,CanESM5
2032,41.21,ssp585,CanESM5
2033,33.72,ssp585,CanESM5
2034,33.59,ssp585,CanESM5
2035,31.21,ssp585,CanESM5
2036,34.68,ssp585,CanESM5
2037,28.5,ssp585,CanESM5
2038,26.99,ssp585,CanESM5
2039,33.48,ssp585,CanESM5
2040,31.07,ssp585,CanESM5
2041,26.24,ssp585,CanESM5
2042,35.37,ssp585,CanESM5
2043,38.04,ssp585,CanESM5
2044,34.6,ssp585,CanESM5
2045,31.91,ssp585,CanESM5
2046,33.37,ssp585,CanESM5
2047,39.19,ssp585,CanESM5
2048,29.7,ssp585,CanESM5
2049,28.81,ssp585,CanESM5
2050,31.23,ssp585,CanESM5
2051,30.2,ssp585,CanESM5
2052,31.21,ssp585,CanESM5
2053,31.3,ssp585,CanESM5
2054,33.84,ssp585,CanESM5
2055,31.91,ssp585,CanESM5
2056,34.86,ssp585,CanESM5
2057,33.33,ssp585,CanESM5
2058,26.88,ssp585,CanESM5
2059,34.49,ssp585,CanESM5
2060,37.33,ssp585,CanESM5
2061,38.71,ssp585,CanESM5
2062,38.24,ssp585,CanESM5
2063,39.52,ssp585,CanESM5
2064,36.09,ssp585,CanESM5
2065,29.97,ssp585,CanESM5
2066,35.84,ssp585,CanESM5
2067,30.01,ssp585,CanESM5
2068,33.06,ssp585,CanESM5
2069,36.36,ssp585,CanESM5
2070,38.48,ssp585,CanESM5
2071,31.97,ssp585,CanESM5
2072,30.72,ssp585,CanESM5
2073,36.15,ssp585,CanESM5
2074,35.36,ssp585,CanESM5
2075,34.51,ssp585,CanESM5
2076,36.68,ssp585,CanESM5
2077,37.12,ssp585,CanESM5
2078,33.12,ssp585,CanESM5
2079,34.04,ssp585,CanESM5
2080,37.15,ssp585,CanESM5
2081,33.1,ssp585,CanESM5
2082,34.43,ssp585,CanESM5
2083,31.33,ssp585,CanESM5
2084,43.12,ssp585,CanESM5
2085,33.15,ssp585,CanESM5
2086,32.25,ssp585,CanESM5
2087,34.34,ssp585,CanESM5
2088,36.96,ssp585,CanESM5
2089,31.29,ssp585,CanESM5
2090,40.41,ssp585,CanESM5
2091,36.09,ssp585,CanESM5
2092,35.79,ssp585,CanESM5
2093,31.37,ssp585,CanESM5
2094,27.32,ssp585,CanESM5
2095,31.66,ssp585,CanESM5
2096,41.17,ssp585,CanESM5
2097,34.12,ssp585,CanESM5
2098,29.87,ssp585,CanESM5
2099,34.88,ssp585,CanESM5
2100,34.28,ssp585,CanESM5
1950,27.45,ssp585,EC-Earth3
1951,26.87,ssp585,EC-Earth3
1952,29.57,ssp585,EC-Earth3
1953,32.07,ssp585,EC-Earth3
1954,31.38,ssp585,EC-Earth3
1955,26.84,ssp585,EC-Earth3
1956,28.92,ssp585,EC-Earth3
1957,29.82,ssp585,EC-Earth3
1958,29.22,ssp585,EC-Earth3
1959,26.84,ssp585,EC-Earth3
1960,32.34,ssp585,EC-Earth3
1961,26.59,ssp585,EC-Earth3
1962,30.04,ssp585,EC-Earth3
1963,29.52,ssp585,EC-Earth3
1964,32.2,ssp585,EC-Earth3
1965,30.03,ssp585,EC-Earth3
1966,26.77,ssp585,EC-Earth3
1967,29.36,ssp585,EC-Earth3
1968,30.01,ssp585,EC-Earth3
1969,29.49,ssp585,EC-Earth3
1970,28.54,ssp585,EC-Earth3
1971,28.58,ssp585,EC-Earth3
1972,25.92,ssp585,EC-Earth3
1973,26.15,ssp585,EC-Earth3
1974,31.45,ssp585,EC-Earth3
1975,31.65,ssp585,EC-Earth3
1976,30.32,ssp585,EC-Earth3
1977,32.98,ssp585,EC-Earth3
1978,29.04,ssp585,EC-Earth3
1979,32.45,ssp585,EC-Earth3
1980,30.56,ssp585,EC-Earth3
1981,33.79,ssp585,EC-Earth3
1982,28.79,ssp585,EC-Earth3
1983,31.06,ssp585,EC-Earth3
1984,30.23,ssp585,EC-Earth3
1985,29.24,ssp585,EC-Earth3
1986,31.42,ssp585,EC-Earth3
1987,32.39,ssp585,EC-Earth3
1988,28.98,ssp585,EC-Earth3
1989,31.21,ssp585,EC-Earth3
1990,29.11,ssp585,EC-Earth3
1991,35.87,ssp585,EC-Earth3
1992,31.21,ssp585,EC-Earth3
1993,33.63,ssp585,EC-Earth3
1994,33.24,ssp585,EC-Earth3
1995,30.36,ssp585,EC-Earth3
1996,29.75,ssp585,EC-Earth3
1997,30.81,ssp585,EC-Earth3
1998,29.7,ssp585,EC-Earth3
1999,28.54,ssp585,EC-Earth3
2000,30.73,ssp585,EC-Earth3
2001,33.61,ssp585,EC-Earth3
2002,30.44,ssp585,EC-Earth3
2003,28.06,ssp585,EC-Earth3
2004,29.74,ssp585,EC-Earth3
2005,28.89,ssp585,EC-Earth3
2006,29.58,ssp585,EC-Earth3
2007,32.94,ssp585,EC-Earth3
2008,29.31,ssp585,EC-Earth3
2009,33.33,ssp585,EC-Earth3
2010,30.36,ssp585,EC-Earth3
2011,32.9,ssp585,EC-Earth3
2012,33.05,ssp585,EC-Earth3
2013,28.53,ssp585,EC-Earth3
2014,27.63,ssp585,EC-Earth3
2015,32.45,ssp585,EC-Earth3
2016,31.11,ssp585,EC-Earth3
2017,29.57,ssp585,EC-Earth3
2018,31.81,ssp585,EC-Earth3
2019,33.4,ssp585,EC-Earth3
2020,31.96,ssp585,EC-Earth3
2021,33.36,ssp585,EC-Earth3
2022,31.46,ssp585,EC-Earth3
2023,30.3,ssp585,EC-Earth3
2024,29.58,ssp585,EC-Earth3
2025,34.97,ssp585,EC-Earth3
2026,31.05,ssp585,EC-Earth3
2027,31.69,ssp585,EC-Earth3
2028,34.02,ssp585,EC-Earth3
2029,32.41,ssp585,EC-Earth3
2030,29.8,ssp585,EC-Earth3
2031,29.59,ssp585,EC-Earth3
2032,29.52,ssp585,EC-Earth3
2033,28.65,ssp585,EC-Earth3
2034,28.71,ssp585,EC-Earth3
2035,35.16,ssp585,EC-Earth3
2036,32.3,ssp585,EC-Earth3
2037,30.89,ssp585,EC-Earth3
2038,29.67,ssp585,EC-Earth3
2039,32.89,ssp585,EC-Earth3
2040,33.96,ssp585,EC-Earth3
2041,32.02,ssp585,EC-Earth3
2042,28.59,ssp585,EC-Earth3
2043,30.47,ssp585,EC-Earth3
2044,31.73,ssp585,EC-Earth3
2045,32.42,ssp585,EC-Earth3
2046,41.28,ssp585,EC-Earth3
2047,33.74,ssp585,EC-Earth3
2048,26.66,ssp585,EC-Earth3
2049,34.15,ssp585,EC-Earth3
2050,35.8,ssp585,EC-Earth3
2051,33.03,ssp585,EC-Earth3
2052,33.59,ssp585,EC-Earth3
2053,31.14,ssp585,EC-Earth3
2054,32.63,ssp585,EC-Earth3
2055,30.84,ssp585,EC-Earth3
2056,35.33,ssp585,EC-Earth3
2057,37.53,ssp585,EC-Earth3
2058,33.12,ssp585,EC-Earth3
2059,33.94,ssp585,EC-Earth3
2060,33.85,ssp585,EC-Earth3
2061,32.31,ssp585,EC-Earth3
2062,31.6,ssp585,EC-Earth3
2063,32.01,ssp585,EC-Earth3
2064,30.29,ssp585,EC-Earth3
2065,29.57,ssp585,EC-Earth3
2066,30.94,ssp585,EC-Earth3
2067,37.23,ssp585,EC-Earth3
2068,35.56,ssp585,EC-Earth3
2069,31.38,ssp585,EC-Earth3
2070,34.88,ssp585,EC-Earth3
2071,32.8,ssp585,EC-Earth3
2072,33.97,ssp585,EC-Earth3
2073,35.9,ssp585,EC-Earth3
2074,38.43,ssp585,EC-Earth3
2075,38.61,ssp585,EC-Earth3
2076,26.87,ssp585,EC-Earth3
2077,30.66,ssp585,EC-Earth3
2078,36.65,ssp585,EC-Earth3
2079,33.65,ssp585,EC-Earth3
2080,32.23,ssp585,EC-Earth3
2081,33.5,ssp585,EC-Earth3
2082,38.92,ssp585,EC-Earth3
2083,36.21,ssp585,EC-Earth3
2084,32.89,ssp585,EC-Earth3
2085,35.39,ssp585,EC-Earth3
2086,39.01,ssp585,EC-Earth3
2087,34.34,ssp585,EC-Earth3
2088,29.76,ssp585,EC-Earth3
2089,36.95,ssp585,EC-Earth3
2090,38.39,ssp585,EC-Earth3
2091,30.1,ssp585,EC-Earth3
2092,29.05,ssp585,EC-Earth3
2093,32.65,ssp585,EC-Earth3
2094,35.17,ssp585,EC-Earth3
2095,31.08,ssp585,EC-Earth3
2096,37.2,ssp585,EC-Earth3
2097,35.54,ssp585,EC-Earth3
2098,30.74,ssp585,EC-Earth3
2099,33.63,ssp585,EC-Earth3
2100,32.6,ssp585,EC-Earth3
1950,33.15,ssp585,FGOALS-g3
1951,32.1,ssp585,FGOALS-g3
1952,26.52,ssp585,FGOALS-g3
1953,28.12,ssp585,FGOALS-g3
1954,30.27,ssp585,FGOALS-g3
1955,28.07,ssp585,FGOALS-g3
1956,33.11,ssp585,FGOALS-g3
1957,31.07,ssp585,FGOALS-g3
1958,32.46,ssp585,FGOALS-g3
1959,26.6,ssp585,FGOALS-g3
1960,29.39,ssp585,FGOALS-g3
1961,29.77,ssp585,FGOALS-g3
1962,33.65,ssp585,FGOALS-g3
1963,28.97,ssp585,FGOALS-g3
1964,25.49,ssp585,FGOALS-g3
1965,35.27,ssp585,FGOALS-g3
1966,32.63,ssp585,FGOALS-g3
1967,27.84,ssp585,FGOALS-g3
1968,30.44,ssp585,FGOALS-g3
1969,29.09,ssp585,FGOALS-g3
1970,27.58,ssp585,FGOALS-g3
1971,30.94,ssp585,FGOALS-g3
1972,30.75,ssp585,FGOALS-g3
1973,32.24,ssp585,FGOALS-g3
1974,29.51,ssp585,FGOALS-g3
1975,26.92,ssp585,FGOALS-g3
1976,30.74,ssp585,FGOALS-g3
1977,31.18,ssp585,FGOALS-g3
1978,30.26,ssp585,FGOALS-g3
1979,32.64,ssp585,FGOALS-g3
1980,30.03,ssp585,FGOALS-g3
1981,26.26,ssp585,FGOALS-g3
1982,27.47,ssp585,FGOALS-g3
1983,30.37,ssp585,FGOALS-g3
1984,30.67,ssp585,FGOALS-g3
1985,33.42,ssp585,FGOALS-g3
1986,28.48,ssp585,FGOALS-g3
1987,36.72,ssp585,FGOALS-g3
1988,31.47,ssp585,FGOALS-g3
1989,27.2,ssp585,FGOALS-g3
1990,29.82,ssp585,FGOALS-g3
