year,state,GrowingSea,scenario
1957,GA,228.3309898506061,nclimgrid
1958,GA,243.66090642932903,nclimgrid
1959,GA,245.07895718316536,nclimgrid
1960,GA,220.3983302782557,nclimgrid
1961,GA,244.25258752125958,nclimgrid
1962,GA,212.7916363557327,nclimgrid
1963,GA,231.24785414959103,nclimgrid
1964,GA,229.58958321196292,nclimgrid
1965,GA,229.965966452851,nclimgrid
1966,GA,224.0335882262356,nclimgrid
1967,GA,230.98156186845603,nclimgrid
1968,GA,223.30888991393982,nclimgrid
1969,GA,233.70246142100765,nclimgrid
1970,GA,241.8240441355372,nclimgrid
1971,GA,229.92411736086973,nclimgrid
1972,GA,249.6522253930155,nclimgrid
1973,GA,243.13090047353015,nclimgrid
1974,GA,239.96917280050982,nclimgrid
1975,GA,244.14320513900054,nclimgrid
1976,GA,233.07891340426823,nclimgrid
1977,GA,247.57549241638617,nclimgrid
1978,GA,257.21970854840254,nclimgrid
1979,GA,244.58205122704663,nclimgrid
1980,GA,251.81937055179537,nclimgrid
1981,GA,242.74059949996953,nclimgrid
1982,GA,229.79160890985597,nclimgrid
1983,GA,232.1539826618806,nclimgrid
1984,GA,240.45505796415637,nclimgrid
1985,GA,256.2352041911729,nclimgrid
1986,GA,246.87918502863224,nclimgrid
1987,GA,218.7065738806693,nclimgrid
1988,GA,244.23527728660363,nclimgrid
1989,GA,239.02031702342947,nclimgrid
1990,GA,267.45555571796945,nclimgrid
1991,GA,248.3097711823742,nclimgrid
1992,GA,251.25663027587944,nclimgrid
1993,GA,225.63071955526746,nclimgrid
1994,GA,274.39049015962877,nclimgrid
1995,GA,252.38761554603667,nclimgrid
1996,GA,241.11672919605647,nclimgrid
1997,GA,267.13762274091164,nclimgrid
1998,GA,267.0780480336658,nclimgrid
1999,GA,246.99405103810514,nclimgrid
2000,GA,256.9723502354524,nclimgrid
2001,GA,248.02493789484737,nclimgrid
2002,GA,246.35424654179462,nclimgrid
2003,GA,271.0886911488331,nclimgrid
2004,GA,266.80931347327237,nclimgrid
2005,GA,260.3698048301481,nclimgrid
2006,GA,243.8942336124506,nclimgrid
2007,GA,220.885101969181,nclimgrid
2008,GA,237.86506122625553,nclimgrid
2009,GA,260.09637872199113,nclimgrid
2010,GA,245.04190526561464,nclimgrid
2011,GA,262.9917248557515,nclimgrid
2012,GA,273.6919715938254,nclimgrid
2013,GA,231.68214483886928,nclimgrid
2014,GA,232.1215015152825,nclimgrid
2015,GA,263.7286985067946,nclimgrid
2016,GA,276.45859971820926,nclimgrid
2017,GA,253.1437233611792,nclimgrid
2018,GA,255.63457736867915,nclimgrid
2019,GA,261.3945542395934,nclimgrid
2020,GA,NA,nclimgrid
2021,GA,NA,nclimgrid
2022,GA,NA,nclimgrid
2023,GA,NA,nclimgrid
2024,GA,NA,nclimgrid
2025,GA,NA,nclimgrid
2026,GA,NA,nclimgrid
2027,GA,NA,nclimgrid
2028,GA,NA,nclimgrid
2029,GA,NA,nclimgrid
2030,GA,NA,nclimgrid
2031,GA,NA,nclimgrid
2032,GA,NA,nclimgrid
2033,GA,NA,nclimgrid
2034,GA,NA,nclimgrid
2035,GA,NA,nclimgrid
2036,GA,NA,nclimgrid
2037,GA,NA,nclimgrid
2038,GA,NA,nclimgrid
2039,GA,NA,nclimgrid
2040,GA,NA,nclimgrid
2041,GA,NA,nclimgrid
2042,GA,NA,nclimgrid
2043,GA,NA,nclimgrid
2044,GA,NA,nclimgrid
2045,GA,NA,nclimgrid
2046,GA,NA,nclimgrid
2047,GA,NA,nclimgrid
2048,GA,NA,nclimgrid
2049,GA,NA,nclimgrid
2050,GA,NA,nclimgrid
2051,GA,NA,nclimgrid
2052,GA,NA,nclimgrid
2053,GA,NA,nclimgrid
2054,GA,NA,nclimgrid
2055,GA,NA,nclimgrid
2056,GA,NA,nclimgrid
2057,GA,NA,nclimgrid
2058,GA,NA,nclimgrid
2059,GA,NA,nclimgrid
2060,GA,NA,nclimgrid
2061,GA,NA,nclimgrid
2062,GA,NA,nclimgrid
2063,GA,NA,nclimgrid
2064,GA,NA,nclimgrid
2065,GA,NA,nclimgrid
2066,GA,NA,nclimgrid
2067,GA,NA,nclimgrid
2068,GA,NA,nclimgrid
2069,GA,NA,nclimgrid
2070,GA,NA,nclimgrid
2071,GA,NA,nclimgrid
2072,GA,NA,nclimgrid
2073,GA,NA,nclimgrid
2074,GA,NA,nclimgrid
2075,GA,NA,nclimgrid
2076,GA,NA,nclimgrid
2077,GA,NA,nclimgrid
2078,GA,NA,nclimgrid
2079,GA,NA,nclimgrid
2080,GA,NA,nclimgrid
2081,GA,NA,nclimgrid
2082,GA,NA,nclimgrid
2083,GA,NA,nclimgrid
2084,GA,NA,nclimgrid
2085,GA,NA,nclimgrid
2086,GA,NA,nclimgrid
2087,GA,NA,nclimgrid
2088,GA,NA,nclimgrid
2089,GA,NA,nclimgrid
2090,GA,NA,nclimgrid
2091,GA,NA,nclimgrid
2092,GA,NA,nclimgrid
2093,GA,NA,nclimgrid
2094,GA,NA,nclimgrid
2095,GA,NA,nclimgrid
2096,GA,NA,nclimgrid
2097,GA,NA,nclimgrid
2098,GA,NA,nclimgrid
2099,GA,NA,nclimgrid
2100,GA,NA,nclimgrid
1950,AR,NA,nclimgrid
1951,AR,214.3652622954217,nclimgrid
1952,AR,198.03399918672037,nclimgrid
1953,AR,218.99260794507094,nclimgrid
1954,AR,210.4500063071354,nclimgrid
1955,AR,213.53089705370175,nclimgrid
1956,AR,223.81098143249628,nclimgrid
1957,AR,200.2638461983711,nclimgrid
1958,AR,228.3477751850359,nclimgrid
1959,AR,213.41869315281582,nclimgrid
1960,AR,210.95891801383374,nclimgrid
1961,AR,221.3690887925052,nclimgrid
1962,AR,215.72867277211927,nclimgrid
1963,AR,228.698710024264,nclimgrid
1964,AR,216.28916395908303,nclimgrid
1965,AR,212.49757475279785,nclimgrid
1966,AR,206.10051942646575,nclimgrid
1967,AR,228.66964248875306,nclimgrid
1968,AR,217.46583693927238,nclimgrid
1969,AR,224.32207759115317,nclimgrid
1970,AR,223.16455060962002,nclimgrid
1971,AR,212.92079808850625,nclimgrid
1972,AR,240.14513345900755,nclimgrid
1973,AR,225.13960565444995,nclimgrid
1974,AR,227.7833446906899,nclimgrid
1975,AR,223.4198485351639,nclimgrid
1976,AR,229.17529516633826,nclimgrid
1977,AR,238.9405084747269,nclimgrid
1978,AR,233.39827900948222,nclimgrid
1979,AR,225.7320598947751,nclimgrid
1980,AR,214.07967772828107,nclimgrid
1981,AR,221.98111327463462,nclimgrid
1982,AR,215.19874569825242,nclimgrid
1983,AR,219.6621673297021,nclimgrid
1984,AR,239.3874264546433,nclimgrid
1985,AR,258.3184755020551,nclimgrid
1986,AR,231.40789131489825,nclimgrid
1987,AR,211.879619376598,nclimgrid
1988,AR,238.77812567326703,nclimgrid
1989,AR,192.7302562108146,nclimgrid
1990,AR,240.16444513414532,nclimgrid
1991,AR,222.36527261140037,nclimgrid
1992,AR,220.96190360191756,nclimgrid
1993,AR,223.68831907306685,nclimgrid
1994,AR,229.05580515169214,nclimgrid
1995,AR,234.70648515321193,nclimgrid
1996,AR,216.73693553570683,nclimgrid
1997,AR,230.96729946655924,nclimgrid
1998,AR,253.14466893058528,nclimgrid
1999,AR,237.4275426644612,nclimgrid
2000,AR,211.83179090887015,nclimgrid
2001,AR,224.2577857179614,nclimgrid
2002,AR,232.26848758594917,nclimgrid
2003,AR,239.2318116154832,nclimgrid
2004,AR,263.4345857734256,nclimgrid
2005,AR,236.88845023876578,nclimgrid
2006,AR,220.12851796392087,nclimgrid
2007,AR,215.83156627913738,nclimgrid
2008,AR,213.44461787222824,nclimgrid
2009,AR,247.34737298523783,nclimgrid
2010,AR,237.92717842837752,nclimgrid
2011,AR,241.65853159638385,nclimgrid
2012,AR,251.56181997575447,nclimgrid
2013,AR,219.2628016045541,nclimgrid
2014,AR,218.01252682154228,nclimgrid
2015,AR,253.56503879575826,nclimgrid
2016,AR,248.17515836163503,nclimgrid
2017,AR,229.39840287498336,nclimgrid
2018,AR,220.29550320200764,nclimgrid
2019,AR,220.1597252428599,nclimgrid
2020,AR,NA,nclimgrid
2021,AR,NA,nclimgrid
2022,AR,NA,nclimgrid
2023,AR,NA,nclimgrid
2024,AR,NA,nclimgrid
2025,AR,NA,nclimgrid
2026,AR,NA,nclimgrid
2027,AR,NA,nclimgrid
2028,AR,NA,nclimgrid
2029,AR,NA,nclimgrid
2030,AR,NA,nclimgrid
2031,AR,NA,nclimgrid
2032,AR,NA,nclimgrid
2033,AR,NA,nclimgrid
2034,AR,NA,nclimgrid
2035,AR,NA,nclimgrid
2036,AR,NA,nclimgrid
2037,AR,NA,nclimgrid
2038,AR,NA,nclimgrid
2039,AR,NA,nclimgrid
2040,AR,NA,nclimgrid
2041,AR,NA,nclimgrid
2042,AR,NA,nclimgrid
2043,AR,NA,nclimgrid
2044,AR,NA,nclimgrid
2045,AR,NA,nclimgrid
2046,AR,NA,nclimgrid
2047,AR,NA,nclimgrid
2048,AR,NA,nclimgrid
2049,AR,NA,nclimgrid
2050,AR,NA,nclimgrid
2051,AR,NA,nclimgrid
2052,AR,NA,nclimgrid
2053,AR,NA,nclimgrid
2054,AR,NA,nclimgrid
2055,AR,NA,nclimgrid
2056,AR,NA,nclimgrid
2057,AR,NA,nclimgrid
2058,AR,NA,nclimgrid
2059,AR,NA,nclimgrid
2060,AR,NA,nclimgrid
2061,AR,NA,nclimgrid
2062,AR,NA,nclimgrid
2063,AR,NA,nclimgrid
2064,AR,NA,nclimgrid
2065,AR,NA,nclimgrid
2066,AR,NA,nclimgrid
2067,AR,NA,nclimgrid
2068,AR,NA,nclimgrid
2069,AR,NA,nclimgrid
2070,AR,NA,nclimgrid
2071,AR,NA,nclimgrid
2072,AR,NA,nclimgrid
2073,AR,NA,nclimgrid
2074,AR,NA,nclimgrid
2075,AR,NA,nclimgrid
2076,AR,NA,nclimgrid
2077,AR,NA,nclimgrid
2078,AR,NA,nclimgrid
2079,AR,NA,nclimgrid
2080,AR,NA,nclimgrid
2081,AR,NA,nclimgrid
2082,AR,NA,nclimgrid
2083,AR,NA,nclimgrid
2084,AR,NA,nclimgrid
2085,AR,NA,nclimgrid
2086,AR,NA,nclimgrid
2087,AR,NA,nclimgrid
2088,AR,NA,nclimgrid
2089,AR,NA,nclimgrid
2090,AR,NA,nclimgrid
2091,AR,NA,nclimgrid
2092,AR,NA,nclimgrid
2093,AR,NA,nclimgrid
2094,AR,NA,nclimgrid
2095,AR,NA,nclimgrid
2096,AR,NA,nclimgrid
2097,AR,NA,nclimgrid
2098,AR,NA,nclimgrid
2099,AR,NA,nclimgrid
2100,AR,NA,nclimgrid
1950,PA,NA,nclimgrid
1951,PA,160.19033865857512,nclimgrid
1952,PA,161.58496460029724,nclimgrid
1953,PA,163.44851916684118,nclimgrid
1954,PA,160.6527284874304,nclimgrid
1955,PA,179.28549530795988,nclimgrid
1956,PA,125.39212542801796,nclimgrid
1957,PA,142.39984861796933,nclimgrid
1958,PA,154.55251465748373,nclimgrid
1959,PA,152.88873305623912,nclimgrid
1960,PA,168.8392580440375,nclimgrid
1961,PA,156.16131577401032,nclimgrid
1962,PA,159.57849818511636,nclimgrid
1963,PA,130.4977169593486,nclimgrid
1964,PA,155.75120927311642,nclimgrid
1965,PA,161.54737748663908,nclimgrid
1966,PA,148.43219557235867,nclimgrid
1967,PA,159.5075311498781,nclimgrid
1968,PA,159.8934628419362,nclimgrid
1969,PA,166.83854574254426,nclimgrid
1970,PA,168.9759292259144,nclimgrid
1971,PA,185.54630124888675,nclimgrid
1972,PA,147.75388352858073,nclimgrid
1973,PA,169.27971602238458,nclimgrid
1974,PA,139.12841805226694,nclimgrid
1975,PA,170.1147167639105,nclimgrid
1976,PA,156.52774629844725,nclimgrid
1977,PA,165.76549910434952,nclimgrid
1978,PA,161.07455593307196,nclimgrid
1979,PA,168.05877403943865,nclimgrid
1980,PA,161.24323357501325,nclimgrid
1981,PA,158.6019580953605,nclimgrid
1982,PA,169.84275546001328,nclimgrid
1983,PA,160.46199019612453,nclimgrid
1984,PA,172.09509330923822,nclimgrid
1985,PA,177.0684628097079,nclimgrid
1986,PA,161.22472151117347,nclimgrid
1987,PA,168.80773352670383,nclimgrid
1988,PA,162.94734124069328,nclimgrid
1989,PA,165.2873578904809,nclimgrid
1990,PA,171.22598524519356,nclimgrid
1991,PA,177.22630338566003,nclimgrid
1992,PA,161.00618638371125,nclimgrid
1993,PA,157.07633855176584,nclimgrid
1994,PA,165.2192754452924,nclimgrid
1995,PA,175.66656836945296,nclimgrid
1996,PA,148.0373201355055,nclimgrid
1997,PA,161.13955323466888,nclimgrid
1998,PA,185.88837451221875,nclimgrid
1999,PA,171.41957621428224,nclimgrid
2000,PA,166.31728629415187,nclimgrid
2001,PA,158.68111965447684,nclimgrid
2002,PA,157.00345547264288,nclimgrid
2003,PA,168.4365988189049,nclimgrid
2004,PA,181.5118186408476,nclimgrid
2005,PA,180.61539613677425,nclimgrid
2006,PA,161.192237579817,nclimgrid
2007,PA,189.20800943880724,nclimgrid
2008,PA,169.86501017096035,nclimgrid
2009,PA,164.09550027270598,nclimgrid
2010,PA,178.1457687913216,nclimgrid
2011,PA,193.38604804416613,nclimgrid
2012,PA,169.69321398269358,nclimgrid
2013,PA,165.06978359642304,nclimgrid
2014,PA,179.26809195960584,nclimgrid
2015,PA,167.82277541965635,nclimgrid
2016,PA,175.20633111552937,nclimgrid
2017,PA,178.7284642068366,nclimgrid
2018,PA,178.08527979926325,nclimgrid
2019,PA,184.60062313036036,nclimgrid
2020,PA,NA,nclimgrid
2021,PA,NA,nclimgrid
2022,PA,NA,nclimgrid
2023,PA,NA,nclimgrid
2024,PA,NA,nclimgrid
2025,PA,NA,nclimgrid
2026,PA,NA,nclimgrid
2027,PA,NA,nclimgrid
2028,PA,NA,nclimgrid
2029,PA,NA,nclimgrid
2030,PA,NA,nclimgrid
2031,PA,NA,nclimgrid
2032,PA,NA,nclimgrid
2033,PA,NA,nclimgrid
2034,PA,NA,nclimgrid
2035,PA,NA,nclimgrid
2036,PA,NA,nclimgrid
2037,PA,NA,nclimgrid
2038,PA,NA,nclimgrid
2039,PA,NA,nclimgrid
2040,PA,NA,nclimgrid
2041,PA,NA,nclimgrid
2042,PA,NA,nclimgrid
2043,PA,NA,nclimgrid
2044,PA,NA,nclimgrid
2045,PA,NA,nclimgrid
2046,PA,NA,nclimgrid
2047,PA,NA,nclimgrid
2048,PA,NA,nclimgrid
2049,PA,NA,nclimgrid
2050,PA,NA,nclimgrid
2051,PA,NA,nclimgrid
2052,PA,NA,nclimgrid
2053,PA,NA,nclimgrid
2054,PA,NA,nclimgrid
2055,PA,NA,nclimgrid
2056,PA,NA,nclimgrid
2057,PA,NA,nclimgrid
2058,PA,NA,nclimgrid
2059,PA,NA,nclimgrid
2060,PA,NA,nclimgrid
2061,PA,NA,nclimgrid
2062,PA,NA,nclimgrid
2063,PA,NA,nclimgrid
2064,PA,NA,nclimgrid
2065,PA,NA,nclimgrid
2066,PA,NA,nclimgrid
2067,PA,NA,nclimgrid
2068,PA,NA,nclimgrid
2069,PA,NA,nclimgrid
2070,PA,NA,nclimgrid
2071,PA,NA,nclimgrid
2072,PA,NA,nclimgrid
2073,PA,NA,nclimgrid
2074,PA,NA,nclimgrid
2075,PA,NA,nclimgrid
2076,PA,NA,nclimgrid
2077,PA,NA,nclimgrid
2078,PA,NA,nclimgrid
2079,PA,NA,nclimgrid
2080,PA,NA,nclimgrid
2081,PA,NA,nclimgrid
2082,PA,NA,nclimgrid
2083,PA,NA,nclimgrid
2084,PA,NA,nclimgrid
2085,PA,NA,nclimgrid
2086,PA,NA,nclimgrid
2087,PA,NA,nclimgrid
2088,PA,NA,nclimgrid
2089,PA,NA,nclimgrid
2090,PA,NA,nclimgrid
2091,PA,NA,nclimgrid
2092,PA,NA,nclimgrid
2093,PA,NA,nclimgrid
2094,PA,NA,nclimgrid
2095,PA,NA,nclimgrid
2096,PA,NA,nclimgrid
2097,PA,NA,nclimgrid
2098,PA,NA,nclimgrid
2099,PA,NA,nclimgrid
2100,PA,NA,nclimgrid
1950,MO,NA,nclimgrid
1951,MO,189.7932522157066,nclimgrid
1952,MO,174.52122968486685,nclimgrid
1953,MO,190.76521387035604,nclimgrid
1954,MO,180.0575195419283,nclimgrid
1955,MO,204.9771777816968,nclimgrid
1956,MO,197.88815329882365,nclimgrid
1957,MO,190.8596166285373,nclimgrid
1958,MO,188.4489688118741,nclimgrid
1959,MO,186.98498643296296,nclimgrid
1960,MO,179.00005378420659,nclimgrid
1961,MO,179.07710907328044,nclimgrid
1962,MO,190.31468253301563,nclimgrid
1963,MO,193.72747433168894,nclimgrid
1964,MO,181.13682686515952,nclimgrid
1965,MO,195.5123297482638,nclimgrid
1966,MO,170.54001887586912,nclimgrid
1967,MO,180.56475363092844,nclimgrid
1968,MO,190.9281353346754,nclimgrid
1969,MO,194.94330931688162,nclimgrid
1970,MO,194.58277400685714,nclimgrid
1971,MO,206.24657275952964,nclimgrid
1972,MO,190.97375121703678,nclimgrid
1973,MO,202.66312102580503,nclimgrid
1974,MO,189.1149918702331,nclimgrid
1975,MO,194.99993272557887,nclimgrid
1976,MO,167.1220654289417,nclimgrid
1977,MO,205.19404360069672,nclimgrid
1978,MO,198.65309125960252,nclimgrid
1979,MO,181.91693282173057,nclimgrid
1980,MO,185.80989326391577,nclimgrid
1981,MO,203.45249702281586,nclimgrid
1982,MO,182.38335173360068,nclimgrid
1983,MO,194.00994658471157,nclimgrid
1984,MO,192.67249068353658,nclimgrid
1985,MO,193.48948614918947,nclimgrid
1986,MO,197.2451617476748,nclimgrid
1987,MO,184.42791609404256,nclimgrid
1988,MO,192.7738373076093,nclimgrid
1989,MO,178.8249214863784,nclimgrid
1990,MO,187.85389875578124,nclimgrid
1991,MO,194.86915758753554,nclimgrid
1992,MO,191.02958909953418,nclimgrid
1993,MO,191.90424062390562,nclimgrid
1994,MO,201.0218706112882,nclimgrid
1995,MO,193.02151202672462,nclimgrid
1996,MO,200.60835006748124,nclimgrid
1997,MO,189.83977961517604,nclimgrid
1998,MO,226.13423690171817,nclimgrid
1999,MO,202.17270830490287,nclimgrid
2000,MO,182.09686695270534,nclimgrid
2001,MO,188.33810913430747,nclimgrid
2002,MO,197.14970534009257,nclimgrid
2003,MO,204.49369427603867,nclimgrid
2004,MO,216.62471340528464,nclimgrid
2005,MO,203.26832539880232,nclimgrid
2006,MO,193.4500195178935,nclimgrid
2007,MO,202.97857201292527,nclimgrid
2008,MO,190.56895086621142,nclimgrid
2009,MO,196.41105322177344,nclimgrid
2010,MO,219.27354336089726,nclimgrid
2011,MO,204.06473218513344,nclimgrid
2012,MO,211.06626380996155,nclimgrid
2013,MO,183.11572597077233,nclimgrid
2014,MO,198.01762308687756,nclimgrid
2015,MO,213.45215378285593,nclimgrid
2016,MO,221.92205230291995,nclimgrid
2017,MO,223.9078848444215,nclimgrid
2018,MO,184.8797999711146,nclimgrid
2019,MO,195.12082277526218,nclimgrid
2020,MO,NA,nclimgrid
2021,MO,NA,nclimgrid
2022,MO,NA,nclimgrid
2023,MO,NA,nclimgrid
2024,MO,NA,nclimgrid
2025,MO,NA,nclimgrid
2026,MO,NA,nclimgrid
2027,MO,NA,nclimgrid
2028,MO,NA,nclimgrid
2029,MO,NA,nclimgrid
2030,MO,NA,nclimgrid
2031,MO,NA,nclimgrid
2032,MO,NA,nclimgrid
2033,MO,NA,nclimgrid
2034,MO,NA,nclimgrid
2035,MO,NA,nclimgrid
2036,MO,NA,nclimgrid
2037,MO,NA,nclimgrid
2038,MO,NA,nclimgrid
2039,MO,NA,nclimgrid
2040,MO,NA,nclimgrid
2041,MO,NA,nclimgrid
2042,MO,NA,nclimgrid
2043,MO,NA,nclimgrid
2044,MO,NA,nclimgrid
2045,MO,NA,nclimgrid
2046,MO,NA,nclimgrid
2047,MO,NA,nclimgrid
2048,MO,NA,nclimgrid
2049,MO,NA,nclimgrid
2050,MO,NA,nclimgrid
2051,MO,NA,nclimgrid
2052,MO,NA,nclimgrid
2053,MO,NA,nclimgrid
2054,MO,NA,nclimgrid
2055,MO,NA,nclimgrid
2056,MO,NA,nclimgrid
2057,MO,NA,nclimgrid
2058,MO,NA,nclimgrid
2059,MO,NA,nclimgrid
2060,MO,NA,nclimgrid
2061,MO,NA,nclimgrid
2062,MO,NA,nclimgrid
2063,MO,NA,nclimgrid
2064,MO,NA,nclimgrid
2065,MO,NA,nclimgrid
2066,MO,NA,nclimgrid
2067,MO,NA,nclimgrid
2068,MO,NA,nclimgrid
2069,MO,NA,nclimgrid
2070,MO,NA,nclimgrid
2071,MO,NA,nclimgrid
2072,MO,NA,nclimgrid
2073,MO,NA,nclimgrid
2074,MO,NA,nclimgrid
2075,MO,NA,nclimgrid
2076,MO,NA,nclimgrid
2077,MO,NA,nclimgrid
2078,MO,NA,nclimgrid
2079,MO,NA,nclimgrid
2080,MO,NA,nclimgrid
2081,MO,NA,nclimgrid
2082,MO,NA,nclimgrid
2083,MO,NA,nclimgrid
2084,MO,NA,nclimgrid
2085,MO,NA,nclimgrid
2086,MO,NA,nclimgrid
2087,MO,NA,nclimgrid
2088,MO,NA,nclimgrid
2089,MO,NA,nclimgrid
2090,MO,NA,nclimgrid
2091,MO,NA,nclimgrid
2092,MO,NA,nclimgrid
2093,MO,NA,nclimgrid
2094,MO,NA,nclimgrid
2095,MO,NA,nclimgrid
2096,MO,NA,nclimgrid
2097,MO,NA,nclimgrid
2098,MO,NA,nclimgrid
2099,MO,NA,nclimgrid
2100,MO,NA,nclimgrid
1950,CO,NA,nclimgrid
1951,CO,124.2951807646727,nclimgrid
1952,CO,141.76245194286471,nclimgrid
1953,CO,127.01347706324728,nclimgrid
1954,CO,134.19321341181546,nclimgrid
1955,CO,128.23967613393143,nclimgrid
1956,CO,141.60507026736136,nclimgrid
1957,CO,132.61882821720556,nclimgrid
1958,CO,141.13503437310126,nclimgrid
1959,CO,137.30153843824138,nclimgrid
1960,CO,136.4068473785445,nclimgrid
1961,CO,128.63944943512615,nclimgrid
1962,CO,126.3920616400046,nclimgrid
1963,CO,161.070068775976,nclimgrid
1964,CO,132.80099560027094,nclimgrid
1965,CO,122.5933970342005,nclimgrid
1966,CO,130.54532176268933,nclimgrid
1967,CO,135.21518289912703,nclimgrid
1968,CO,116.42688651113289,nclimgrid
1969,CO,138.53471498324697,nclimgrid
1970,CO,123.46468145076366,nclimgrid
1971,CO,116.8335090136419,nclimgrid
1972,CO,146.1265743535966,nclimgrid
1973,CO,124.81895325167652,nclimgrid
1974,CO,129.70279901893494,nclimgrid
1975,CO,122.18099912528963,nclimgrid
1976,CO,130.77371217931488,nclimgrid
1977,CO,144.91540145602283,nclimgrid
1978,CO,123.18211924193842,nclimgrid
1979,CO,131.41109591581085,nclimgrid
1980,CO,136.76440745356055,nclimgrid
1981,CO,143.79608635724333,nclimgrid
1982,CO,131.197285971893,nclimgrid
1983,CO,121.36360428829711,nclimgrid
1984,CO,133.7620042416769,nclimgrid
1985,CO,125.56275341914764,nclimgrid
1986,CO,140.00064466914202,nclimgrid
1987,CO,144.00981880058544,nclimgrid
1988,CO,140.69483482365217,nclimgrid
1989,CO,136.35529476698633,nclimgrid
1990,CO,136.23182538466753,nclimgrid
1991,CO,138.59317136769863,nclimgrid
1992,CO,139.39707524285012,nclimgrid
1993,CO,120.86340360575281,nclimgrid
1994,CO,139.58655388101337,nclimgrid
1995,CO,121.69735263959603,nclimgrid
1996,CO,138.6282289954434,nclimgrid
1997,CO,143.81298048625447,nclimgrid
1998,CO,142.86383901507392,nclimgrid
1999,CO,128.2888637675536,nclimgrid
2000,CO,133.30937589284025,nclimgrid
2001,CO,123.60821908155488,nclimgrid
2002,CO,137.43636110202596,nclimgrid
2003,CO,137.58202128189956,nclimgrid
2004,CO,134.69809508192975,nclimgrid
2005,CO,135.12276977159163,nclimgrid
2006,CO,133.06426247938967,nclimgrid
2007,CO,138.37223706727204,nclimgrid
2008,CO,132.2812993284941,nclimgrid
2009,CO,143.69647371883258,nclimgrid
2010,CO,141.6038739287349,nclimgrid
2011,CO,140.84397938336963,nclimgrid
2012,CO,148.37642305175407,nclimgrid
2013,CO,139.11303160420968,nclimgrid
2014,CO,135.3188671192878,nclimgrid
2015,CO,161.55081130282596,nclimgrid
2016,CO,140.41607846478425,nclimgrid
2017,CO,136.8248116593763,nclimgrid
2018,CO,154.22246073257278,nclimgrid
2019,CO,129.67649201246647,nclimgrid
2020,CO,NA,nclimgrid
2021,CO,NA,nclimgrid
2022,CO,NA,nclimgrid
2023,CO,NA,nclimgrid
2024,CO,NA,nclimgrid
2025,CO,NA,nclimgrid
2026,CO,NA,nclimgrid
2027,CO,NA,nclimgrid
2028,CO,NA,nclimgrid
2029,CO,NA,nclimgrid
2030,CO,NA,nclimgrid
2031,CO,NA,nclimgrid
2032,CO,NA,nclimgrid
2033,CO,NA,nclimgrid
2034,CO,NA,nclimgrid
2035,CO,NA,nclimgrid
2036,CO,NA,nclimgrid
2037,CO,NA,nclimgrid
2038,CO,NA,nclimgrid
2039,CO,NA,nclimgrid
2040,CO,NA,nclimgrid
2041,CO,NA,nclimgrid
2042,CO,NA,nclimgrid
2043,CO,NA,nclimgrid
2044,CO,NA,nclimgrid
2045,CO,NA,nclimgrid
2046,CO,NA,nclimgrid
2047,CO,NA,nclimgrid
2048,CO,NA,nclimgrid
2049,CO,NA,nclimgrid
2050,CO,NA,nclimgrid
2051,CO,NA,nclimgrid
2052,CO,NA,nclimgrid
2053,CO,NA,nclimgrid
2054,CO,NA,nclimgrid
2055,CO,NA,nclimgrid
2056,CO,NA,nclimgrid
2057,CO,NA,nclimgrid
2058,CO,NA,nclimgrid
2059,CO,NA,nclimgrid
2060,CO,NA,nclimgrid
2061,CO,NA,nclimgrid
2062,CO,NA,nclimgrid
2063,CO,NA,nclimgrid
2064,CO,NA,nclimgrid
2065,CO,NA,nclimgrid
2066,CO,NA,nclimgrid
2067,CO,NA,nclimgrid
2068,CO,NA,nclimgrid
2069,CO,NA,nclimgrid
2070,CO,NA,nclimgrid
2071,CO,NA,nclimgrid
2072,CO,NA,nclimgrid
2073,CO,NA,nclimgrid
2074,CO,NA,nclimgrid
2075,CO,NA,nclimgrid
2076,CO,NA,nclimgrid
2077,CO,NA,nclimgrid
2078,CO,NA,nclimgrid
2079,CO,NA,nclimgrid
2080,CO,NA,nclimgrid
2081,CO,NA,nclimgrid
2082,CO,NA,nclimgrid
2083,CO,NA,nclimgrid
2084,CO,NA,nclimgrid
2085,CO,NA,nclimgrid
2086,CO,NA,nclimgrid
2087,CO,NA,nclimgrid
2088,CO,NA,nclimgrid
2089,CO,NA,nclimgrid
2090,CO,NA,nclimgrid
2091,CO,NA,nclimgrid
2092,CO,NA,nclimgrid
2093,CO,NA,nclimgrid
2094,CO,NA,nclimgrid
2095,CO,NA,nclimgrid
2096,CO,NA,nclimgrid
2097,CO,NA,nclimgrid
2098,CO,NA,nclimgrid
2099,CO,NA,nclimgrid
2100,CO,NA,nclimgrid
1950,UT,NA,nclimgrid
1951,UT,151.3320154387493,nclimgrid
1952,UT,173.85475820813605,nclimgrid
1953,UT,147.74293410048776,nclimgrid
1954,UT,153.35728756330525,nclimgrid
1955,UT,135.5756684661642,nclimgrid
1956,UT,163.74568584793295,nclimgrid
1957,UT,159.49953494378718,nclimgrid
1958,UT,157.17671409905452,nclimgrid
1959,UT,146.46129907820992,nclimgrid
1960,UT,152.76836732865843,nclimgrid
1961,UT,148.70953314873884,nclimgrid
1962,UT,154.9881541835861,nclimgrid
1963,UT,172.63523802653563,nclimgrid
1964,UT,147.51947534854776,nclimgrid
